Nº,Nombre,Total.Por mil ‰
4006,CARLA ALEJANDRA,136,0.006
4007,DOLORES FRANCISCA,136,0.006
4008,ENCARNACION ISABEL,136,0.006
4009,ESPERANZA CARMEN,136,0.006
4010,FABIOLA MARIA,136,0.006
4011,HAFSSA,136,0.006
4012,ISABEL BEATRIZ,136,0.006
4013,JANICE,136,0.006
4014,JULIA CRISTINA,136,0.006
4015,LEOVIGILDA,136,0.006
4016,MARTHA BEATRIZ,136,0.006
4017,MIRIAM PILAR,136,0.006
4018,NAZARET MARIA,136,0.006
4019,RIMA,136,0.006
4020,SARA ELIZABETH,136,0.006
4021,SORAIDA,136,0.006
4022,TAMARA ISABEL,136,0.006
4023,VICTORIA SOFIA,136,0.006
4024,ANA MARY,135,0.006
4025,ARANZAZU MARIA,135,0.006
4026,ASIYA,135,0.006
4027,BLANCA ROCIO,135,0.006
4028.CARMEN BEGOÑA,135,0,006
4029,CARMEN VERONICA,135,0.006
4030,CELIA ISABEL,135,0.006
4031,CRISTINA ELIZABETH,135,0.006
4032,DAHLIA,135,0.006
4033,DELIOMA,135,0.006
4034,ENA,135,0.006
4035,EVA RAQUEL,135,0.006
4036,GABRIELA ELIZABETH,135,0.006
4037,GLENDA,135,0.006
4038,HADDA,135,0.006
4039,HASNAA,135,0.006
4040,LAIRA,135,0.006
4041,MANUELA ANGELES,135,0.006
4042,MARIA AMANDA,135,0.006
4043,MARIA HERMITAS,135,0.006
4044,MARIA LUDIVINA,135,0.006
4045,MARIA MARTIRIO,135,0.006
4046,MIREN ITSASO,135,0.006
4047,NAYARA MARIA,135,0.006
4048,OSKIA,135,0.006
4049,ROSA ALICIA,135,0.006
4050,ROSA MILAGROS,135,0.006
4051,ROSARIO DOLORES,135,0.006
4052,SILVIA RAQUEL,135,0.006
4053,VICENTA ISABEL,135,0.006
4054,AIZA,134,0.006
4055,AMPARO CARMEN,134,0.006
4056,CLAUDIA CAROLINA,134,0.006
4057,EMILIA PILAR,134,0.006
4058,FRANCISCA ELENA,134,0.006
4059,JOSEFA ASUNCION,134,0.006
4060,LIV,134,0.006
4061,MARIA HERMELINDA,134,0.006
4062,MARICARMEN,134,0.006
4063,NAJLAE,134,0.006
4064,NANCY ELIZABETH,134,0.006
4065,NOELIA PILAR,134,0.006
4066,PAULA TERESA,134,0.006
4067,ROSA LUCIA,134,0.006
4068,VERONICA ALEJANDRA,134,0.006
4069,VICTORIA VALENTINA,134,0.006
4070,VIOLANT,134,0.006
4071,YANIRA MARIA,134,0.006
4072,YOANNA,134,0.006
4073,ANA AMALIA,133,0.006
4074,ANDREA FABIANA,133,0.006
4075,CHADIA,133,0.006
4076,CIELO,133,0.006
4077,DONIA,133,0.006
4078,ELEA,133,0.006
4079,KESIA,133,0.006
4080,KYARA,133,0.006
4081,LAURA BELEN,133,0.006
4082,LISETTE,133,0.006
4083,LOLA MARIA,133,0.006
4084,MARIA GLADIS,133,0.006
4085,MARIA PASION,133,0.006
4086,MARITZA ELIZABETH,133,0.006
4087,MARTA ALICIA,133,0.006
4088,MIREN LOURDES,133,0.006
4089,REPOSO,133,0.006
4090,REYES MARIA,133,0.006
4091,ROSA ADELA,133,0.006
4092,ROSA ELIZABETH,133,0.006
4093,SAYOA,133,0.006
4094,YAHAIRA,133,0.006
4095,YASSMINA,133,0.006
4096,ADELA CARMEN,132,0.006
4097,ALESANDRA,132,0.006
4098,ANDREA PATRICIA,132,0.006
4099,AOUATIF,132,0.006
4100,BLANCA MARGARITA,132,0.006
4101,CARMEN GUADALUPE,132,0.006
4102,CASTA,132,0.006
4103,CECILIA ISABEL,132,0.006
4104,DOLORES ROSA,132,0.006
4105,DOLORES TERESA,132,0.006
4106,EDILIA,132,0.006
4107,ELENA MARGARITA,132,0.006
4108,EVA TERESA,132,0.006
4109,IHSSAN,132,0.006
4110,ISABEL ELENA,132,0.006
4111,KYLIE,132,0.006
4112,MARIA GORETI,132,0.006
4113,NADIRA,132,0.006
4114,NIT,132,0.006
4115,NOELIA ISABEL,132,0.006
4116,OLGA PILAR,132,0.006
4117,PURIFICACIO,132,0.006
4118,ROSA VICENTA,132,0.006
4119,AIURI,131,0.006
4120,ANGELA TERESA,131,0.006
4121,EUSTASIA,131,0.006
4122,GLORIA ANGELES,131,0.006
4123,ISABEL PATRICIA,131,0.006
4124,JOSEFA LUCIA,131,0.006
4125,LUCIA ESTHER,131,0.006
4126,LUISA MERCEDES,131,0.006
4127,MANOLA,131,0.006
4128,MARIA CLARISA,131,0.006
4129,NADIYA,131,0.006
4130,ODILA,131,0.006
4131,PILAR ROSARIO,131,0.006
4132,ROSA CLARA,131,0.006
4133,SANTOS,131,0.006
4134,SUSANA CRISTINA,131,0.006
4135,TEXENERY,131,0.006
4136,YANIRA CARMEN,131,0.006
4137,ANA IRIS,130,0.006
4138,ANA ROSALIA,130,0.006
4139,AYSEL,130,0.006
4140,CARMEN VANESSA,130,0.006
4141,CLAUDIA LUCIA,130,0.006
4142,CRIPTANA,130,0.006
4143,DASHA,130,0.006
4144,ESTRELLA ROCIO,130,0.006
4145,FRANCISCA INMACULADA,130,0.006
4146,HEBA,130,0.006
4147,JESSICA ALEJANDRA,130,0.006
4148,JUSTINIANA,130,0.006
4149,KONTXI,130,0.006
4150,LAVINIA,130,0.006
4151,LISSET,130,0.006
4152,MARIA DOROTEA,130,0.006
4153,MARIA STELLA,130,0.006
4154,MARINELA,130,0.006
4155,MELBA,130,0.006
4156,MIMUNT,130,0.006
4157,NELY,130,0.006
4158,SAMRA,130,0.006
4159,THANIA,130,0.006
4160,YOVANNA,130,0.006
4161,AINITZE,129,0.006
4162,ALANIS,129,0.006
4163,ALIS,129,0.006
4164,ANA BEL,129,0.006
4165,ANA ESTRELLA,129,0.006
4166,ANA VICENTA,129,0.006
4167,AUGUSTA,129,0.006
4168,BEATRICE,129,0.006
4169.CAÑOS SANTOS,129,0,006
4170,CARMEN ANDREA,129,0.006
4171,DEOGRACIAS,129,0.006
4172,DOLORES MERCEDES,129,0.006
4173,ELIANA MARIA,129,0.006
4174,ESPIRITU SANTO,129,0.006
4175,GRACIELA BEATRIZ,129,0.006
4176,LUCIA ELENA,129,0.006
4177,LUISA MARGARITA,129,0.006
4178,MARIA ALEXIA,129,0.006
4179,MARIA FANNY,129,0.006
4180,MARIA MIRIAM,129,0.006
4181,MARY CRUZ,129,0.006
4182,MIRELA,129,0.006
4183,MIRIAM ROCIO,129,0.006
4184,NANCY MARIA,129,0.006
4185,PILAR TERESA,129,0.006
4186,SUSANA BELEN,129,0.006
4187,YOBANA,129,0.006
4188,DAINA,128,0.006
4189,DIVINA PASTORA,128,0.006
4190,EVANGELISTA,128,0.006
4191,EXALTACION,128,0.006
4192,LUISA ELENA,128,0.006
4193,MARIA ALCAZAR,128,0.006
4194,MIRIAM ESTHER,128,0.006
4195,NANCY ROCIO,128,0.006
4196,OUASSIMA,128,0.006
4197,PATRICIA EUGENIA,128,0.006
4198,TISCAR,128,0.006
4199,TRINI,128,0.006
4200,VIVIANA ANDREA,128,0.006
4201,ZOILA ROSA,128,0.006
4202,ANA ASCENSION,127,0.006
4203,ANA MONICA,127,0.006
4204,AURKENE,127,0.006
4205,CONSUELO CARMEN,127,0.006
4206,CRISTINA ANA,127,0.006
4207,DAVINIA CARMEN,127,0.006
4208,DAYARA,127,0.006
4209,ELVIRA CARMEN,127,0.006
4210,ESTHER CARMEN,127,0.006
4211,ISABEL LUISA,127,0.006
4212,JOSEFA JUANA,127,0.006
4213,LICINIA,127,0.006
4214,LILIANA BEATRIZ,127,0.006
4215,LUCIA CRISTINA,127,0.006
4216,MARIA DACIL,127,0.006
4217,MARIA DULCENOMBRE,127,0.006
4218,MARIELLA,127,0.006
4219,MARTA DOLORES,127,0.006
4220,MONICA LILIANA,127,0.006
4221,NATALIA CAROLINA,127,0.006
4222,NOUR EL HOUDA,127,0.006
4223,SOAD,127,0.006
4224,SUSANA PATRICIA,127,0.006
4225,YAREN,127,0.006
4226,YASMINA MARIA,127,0.006
4227,ZULEIKA,127,0.006
4228,ZUNILDA,127,0.006
4229,ANANDA,126,0.006
4230,ANDREEA,126,0.006
4231,CHEYENNE,126,0.006
4232,ELODIE,126,0.006
4233,ILIA,126,0.006
4234,INES PILAR,126,0.006
4235,JOSEFA MARGARITA,126,0.006
4236,MARIA AQUILINA,126,0.006
4237.MARIA ESPERANÇA,126,0,006
4238,MARIA LEONIDES,126,0.006
4239,MARIA MERITXELL,126,0.006
4240,MARIETTA,126,0.006
4241,NAREL,126,0.006
4242,NIKOL,126,0.006
4243,NORHAN,126,0.006
4244,PACITA,126,0.006
4245,SONIA MARGARITA,126,0.006
4246,SUSANA ELENA,126,0.006
4247,YANELIS,126,0.006
4248,AMALIA CARMEN,125,0.006
4249,ANA PALOMA,125,0.006
4250,ANATOLIA,125,0.006
4251,AZUCENA MARIA,125,0.006
4252,CARLA DANIELA,125,0.006
4253,CRISTINA MARGARITA,125,0.006
4254,ENRICA,125,0.006
4255,GLORIA TERESA,125,0.006
4256,INGRID MARIA,125,0.006
4257,IRMA MARIA,125,0.006
4258,LUZ ESTELA,125,0.006
4259,MARIA DEBORA,125,0.006
4260,MARIA ENMA,125,0.006
4261,MARLENI,125,0.006
4262,MARTA MERCEDES,125,0.006
4263,PAULA VALENTINA,125,0.006
4264,PILAR MERCEDES,125,0.006
4265,RINAD,125,0.006
4266,ROSA GEMA,125,0.006
4267,SALKA,125,0.006
4268,SANDRA BEATRIZ,125,0.006
4269,SANDRA VIVIANA,125,0.006
4270,SILVIA EUGENIA,125,0.006
4271,STEPHANIA,125,0.006
4272,ZHOR,125,0.006
4273,ARGEME,124,0.006
4274,BLANCA ESTELA,124,0.006
4275,CARMEN JOSEFINA,124,0.006
4276,CLORINDA,124,0.006
4277,CONCEPCION ISABEL,124,0.006
4278,DANIELA ANDREA,124,0.006
4279,EMMA SOFIA,124,0.006
4280,ESTELITA,124,0.006
4281,FATIMA ZAHRAA,124,0.006
4282,GLORIA CRISTINA,124,0.006
4283,IZEL,124,0.006
4284,KATY,124,0.006
4285,LAURA GABRIELA,124,0.006
4286,LAURA MARINA,124,0.006
4287,LOURDES PILAR,124,0.006
4288,MARIA TURA,124,0.006
4289,MARTA ALEJANDRA,124,0.006
4290,NAIKE,124,0.006
4291,NAIROBI,124,0.006
4292,NASSIMA,124,0.006
4293,NATALYA,124,0.006
4294,NURIA CRISTINA,124,0.006
4295,SANDRA ROCIO,124,0.006
4296,SOUKAYNA,124,0.006
4297,UZURI,124,0.006
4298,VIRGINIA ISABEL,124,0.006
4299,ADELA ISABEL,123,0.006
4300,ADOSINDA,123,0.006
4301,ANTONIA INMACULADA,123,0.006
4302,BLANCA ALICIA,123,0.006
4303,CARMEN CELIA,123,0.006
4304,CARMEN JUANA,123,0.006
4305,CARMEN VIRGINIA,123,0.006
4306,CORINNE,123,0.006
4307,DAYAMI,123,0.006
4308,EDELWEISS,123,0.006
4309,ELGA,123,0.006
4310,ELVIRA ISABEL,123,0.006
4311,GABRIELA FERNANDA,123,0.006
4312,GEMMA ISABEL,123,0.006
4313,GIULIETTA,123,0.006
4314,LILIAM,123,0.006
4315,MARIA BARCA,123,0.006
4316,MARIA CARMEN ISABEL,123,0.006
4317,MARIA CONCHA,123,0.006
4318,MARY SOL,123,0.006
4319,NONA,123,0.006
4320,OFELIA MARIA,123,0.006
4321,PALOMA CARMEN,123,0.006
4322,PAOLA ALEXANDRA,123,0.006
4323,ROSE,123,0.006
4324,AILYN,122,0.006
4325,ALFONSINA,122,0.006
4326,CARMEN ASUNCION,122,0.006
4327,CARMEN MONTSERRAT,122,0.006
4328,CASIANA,122,0.006
4329,CHANEL,122,0.006
4330,CLAUDIA CECILIA,122,0.006
4331,DARIANA,122,0.006
4332,EMMA VICTORIA,122,0.006
4333,FANTA,122,0.006
4334,FARA,122,0.006
4335,ISABEL BELEN,122,0.006
4336,JUGATX,122,0.006
4337,LANA,122,0.006
4338,MERCEDES ANGELES,122,0.006
4339,ROMAYSAE,122,0.006
4340,SANDRA PILAR,122,0.006
4341,SARA INES,122,0.006
4342,SOFIA CAROLINA,122,0.006
4343,TANIA CARMEN,122,0.006
4344,TIZIANA,122,0.006
4345,VIKTORIA,122,0.006
4346,YUNAIDA,122,0.006
4347,AMAPOLA,121,0.006
4348,AMELIA CARMEN,121,0.006
4349,ANDREA LUCIA,121,0.006
4350,CARMEN LEONOR,121,0.006
4351,CARMEN PINO,121,0.006
4352,CRISTINA LUCIA,121,0.006
4353.DOLÇA,121,0,006
4354,ELIZAVETA,121,0.006
4355,GABRIELLE,121,0.006
4356,GERVASIA,121,0.006
4357,GRISEL,121,0.006
4358,ISABEL MILAGROS,121,0.006
4359,LAURA ELIZABETH,121,0.006
4360,LORENA ELIZABETH,121,0.006
4361,MARCELLA,121,0.006
4362,MARIA CELEDONIA,121,0.006
4363,MARIA JULITA,121,0.006
4364,MAYRA ELIZABETH,121,0.006
4365,MAYSAE,121,0.006
4366,MIREN IOSUNE,121,0.006
4367,MORGANA,121,0.006
4368,NAYARA CARMEN,121,0.006
4369,NICOLE ALEJANDRA,121,0.006
4370,OUAFAA,121,0.006
4371,ROSA ESMERALDA,121,0.006
4372,ROSA MAGDALENA,121,0.006
4373,SARA VALENTINA,121,0.006
4374,SATURIA,121,0.006
4375,ALICIA VICTORIA,120,0.006
4376,ANA VALERIA,120,0.006
4377,ANGUSTIA,120,0.006
4378,CARMEN MATILDE,120,0.006
4379,CATHAISA,120,0.006
4380,CRISTINA PATRICIA,120,0.006
4381,ERMINDA,120,0.006
4382,FLORENTINA MARIA,120,0.006
4383,IRIANA,120,0.006
4384,KAREN ELIZABETH,120,0.006
4385,KLARA,120,0.006
4386,LAURA RAQUEL,120,0.006
4387,LIRIOS,120,0.006
4388,LOBNA,120,0.006
4389,MARIA ADELIA,120,0.006
4390,MARTA SOFIA,120,0.006
4391,NATALIA CRISTINA,120,0.006
4392,NEREYDA,120,0.006
4393,PURA CONCEPCION,120,0.006
4394,SADIA,120,0.006
4395,SANDRA PAOLA,120,0.006
4396,SHAIMA,120,0.006
4397,SULEIMA,120,0.006
4398,TERESA VICTORIA,120,0.006
4399,AIMEE,119,0.006
4400,ALICIA MARGARITA,119,0.006
4401,ANA SANDRA,119,0.006
4402,ANA SUSANA,119,0.006
4403,ATILANA,119,0.006
4404,BIDATZ,119,0.006
4405,CARMEN REMEDIOS,119,0.006
4406,CONCEPCION DOLORES,119,0.006
4407,CRISTINA ROSARIO,119,0.006
4408,EMILIE,119,0.006
4409,ETHEL,119,0.006
4410,FRANCISCA LOURDES,119,0.006
4411,GLORIA JESUS,119,0.006
4412,JOSEFA VICTORIA,119,0.006
4413,LAURA CECILIA,119,0.006
4414,MARIA CRESCENCIA,119,0.006
4415,MARIA DORIS,119,0.006
4416,MARIA ROMINA,119,0.006
4417,MARLA,119,0.006
4418,MONICA CECILIA,119,0.006
4419,NAOMY,119,0.006
4420,NYDIA,119,0.006
4421,PALOMA PILAR,119,0.006
4422,SAHAR,119,0.006
4423,SANDRA CAROLINA,119,0.006
4424,ADIELA,118,0.005
4425,ALISHA,118,0.005
4426,ANA ESTEFANIA,118,0.005
4427,ANA MARIA JESUS,118,0.005
4428,ANA SARA,118,0.005
4429,BEATRIZ ANA,118,0.005
4430,BEATRIZ CRISTINA,118,0.005
4431.BEGOÑA PILAR,118,0,005
4432,CARMEN SILVIA,118,0.005
4433,CESARINA,118,0.005
4434,CLAUDIA ELIZABETH,118,0.005
4435,EVA MERCEDES,118,0.005
4436,ISABEL INMACULADA,118,0.005
4437,JOSEFA NIEVES,118,0.005
4438,JUANA CRISTINA,118,0.005
4439,KAOUTHAR,118,0.005
4440,MARIA EMPAR,118,0.005
4441,MARIA HILARIA,118,0.005
4442,OLGA CARMEN,118,0.005
4443,RESTITUTA,118,0.005
4444,RUDESINDA,118,0.005
4445,SILKE,118,0.005
4446,SYLVIE,118,0.005
4447,YISEL,118,0.005
4448,YURIMA,118,0.005
4449,ABENCHARA,117,0.005
4450,ARLENE,117,0.005
4451,ASTRID CAROLINA,117,0.005
4452,BERA,117,0.005
4453,BOUTAINA,117,0.005
4454,CARMEN ALEJANDRA,117,0.005
4455,ENCARNACION PILAR,117,0.005
4456,ESMERALDA MARIA,117,0.005
4457,ESTEFANA,117,0.005
4458,FRANCISCA ESTHER,117,0.005
4459,FRANCISCA MANUELA,117,0.005
4460,GLORIA ALICIA,117,0.005
4461,ISABEL MARINA,117,0.005
4462,JANE,117,0.005
4463,JULIA DOLORES,117,0.005
4464,KORA,117,0.005
4465,KRISTEL,117,0.005
4466,LAURA MARGARITA,117,0.005
4467,LORENA ROCIO,117,0.005
4468,MALVA,117,0.005
4469,MARIA ANGELINES,117,0.005
4470,MARIA BASILIA,117,0.005
4471,MARIA DEMELSA,117,0.005
4472,MARIA EFIGENIA,117,0.005
4473,MARIA RIANSARES,117,0.005
4474,SANDRA LUCIA,117,0.005
4475,SILVIA MERCEDES,117,0.005
4476,TEBA,117,0.005
4477,UXUA,117,0.005
4478,ABUNDIA,116,0.005
4479,ANA ANGELA,116,0.005
4480,ARACELI CARMEN,116,0.005
4481,ARIJ,116,0.005
4482,BLANCA CARMEN,116,0.005
4483,CARMEN AMALIA,116,0.005
4484,CLAUDIA SOFIA,116,0.005
4485,DIANA ALEJANDRA,116,0.005
4486,GABRIELA CAROLINA,116,0.005
4487,JUANA INES,116,0.005
4488,KAREN ANDREA,116,0.005
4489,KARINE,116,0.005
4490,KASANDRA,116,0.005
4491,LEOPOLDA,116,0.005
4492,LUCIA ALEJANDRA,116,0.005
4493,MADELIN,116,0.005
4494,MANUELA ROSARIO,116,0.005
4495,MARGARITA TERESA,116,0.005
4496,MARIA CORONA,116,0.005
4497,MARIA RENE,116,0.005
4498,MARIA SALUT,116,0.005
4499,MARIA UJUE,116,0.005
4500,SALUA,116,0.005
4501,SAVINA,116,0.005
4502,SILVIA CAROLINA,116,0.005
4503,SILVIA ROSA,116,0.005
4504,ADOLFA,115,0.005
4505,AGORA,115,0.005
4506,ANA GEMMA,115,0.005
4507,ANA LUNA,115,0.005
4508,ANGELA MERCEDES,115,0.005
4509,CARMEN SARA,115,0.005
4510,DANIELA VALENTINA,115,0.005
4511,DANNA SOFIA,115,0.005
4512,ERENIA,115,0.005
4513,GUIDA,115,0.005
4514,IRENE BEATRIZ,115,0.005
4515,ISABEL YOLANDA,115,0.005
4516,IXCHEL,115,0.005
4517,JOSEFA ELENA,115,0.005
4518,KARLA MARIA,115,0.005
4519,LORNA,115,0.005
4520,MARIA LEIRE,115,0.005
4521,MARIANA CARMEN,115,0.005
4522,MIREN EUKENE,115,0.005
4523,MONICA LUCIA,115,0.005
4524,MONICA SUSANA,115,0.005
4525,NELI,115,0.005
4526,NOEMA,115,0.005
4527,OLINDA,115,0.005
4528,ORIA,115,0.005
4529,REYNA,115,0.005
4530,SURI,115,0.005
4531,TERESA MERCEDES,115,0.005
4532,VANESA CARMEN,115,0.005
4533,VIOLANTE,115,0.005
4534,YLENIA MARIA,115,0.005
4535,ANA PURIFICACION,114,0.005
4536,AYAT,114,0.005
4537,BETSAIDA,114,0.005
4538,CAROLINA BEATRIZ,114,0.005
4539,CAROLINA ELIZABETH,114,0.005
4540,CORTES,114,0.005
4541,DOMICIANA,114,0.005
4542,GISSELA,114,0.005
4543,GLORIA NANCY,114,0.005
4544,IA,114,0.005
4545,ISABEL JUANA,114,0.005
4546,JOSEFA MILAGROS,114,0.005
4547,JOYCE,114,0.005
4548,LISET,114,0.005
4549,LORENA PATRICIA,114,0.005
4550,MARIA CASTELLAR,114,0.005
4551,MARIA PRIMITIVA,114,0.005
4552,MARIA ROSALBA,114,0.005
4553,NAEVIA,114,0.005
4554,NERI,114,0.005
4555,PILAR ROCIO,114,0.005
4556,SHEILA CARMEN,114,0.005
4557,TRINIDAD CARMEN,114,0.005
4558,ZAINEB,114,0.005
4559,ANA LIA,113,0.005
4560,ANGHARAD,113,0.005
4561,ARABELA,113,0.005
4562,EDELIA,113,0.005
4563,FADUA,113,0.005
4564,FRANCISCA CONCEPCION,113,0.005
4565,FRANCISCA LUCIA,113,0.005
4566,LARYSA,113,0.005
4567,LIDA,113,0.005
4568,LILITH,113,0.005
4569,MARIA ZULIMA,113,0.005
4570,MINERVA MARIA,113,0.005
4571,NAIARA MARIA,113,0.005
4572,PATRICIA ANA,113,0.005
4573,PEPI,113,0.005
4574,PILAR ROSA,113,0.005
4575,SINFORIANA,113,0.005
4576,SORALLA,113,0.005
4577,VILLA,113,0.005
4578,ZAYDA,113,0.005
4579,ZENOBIA,113,0.005
4580,ALEJANDRA PILAR,112,0.005
4581,AMELIA ISABEL,112,0.005
4582,BASSMA,112,0.005
4583,CARMEN MARTA,112,0.005
4584,ENRIQUETA MARIA,112,0.005
4585,FATIMETU,112,0.005
4586,FRANCISCA EUGENIA,112,0.005
4587,HIART,112,0.005
4588,IRAMA,112,0.005
4589,JUANA GLORIA,112,0.005
4590,JULIA ANTONIA,112,0.005
4591,LEDICIA,112,0.005
4592,LILIANA ELIZABETH,112,0.005
4593,MARIA GUMERSINDA,112,0.005
4594,MARIA JUNQUERA,112,0.005
4595,NAJIMA,112,0.005
4596,OMNIA,112,0.005
4597,PATRICIA MONICA,112,0.005
4598,SAYRA,112,0.005
4599,SILVIA ALEJANDRA,112,0.005
4600,TERESA MARGARITA,112,0.005
4601,ULPIANA,112,0.005
4602,VIRGINIA PILAR,112,0.005
4603,VITALINA,112,0.005
4604,ADAMINA,111,0.005
4605,ANAHIS,111,0.005
4606,ASHLY,111,0.005
4607,AURAH,111,0.005
4608,AYLEEN,111,0.005
4609,DANAY,111,0.005
4610,ELEN,111,0.005
4611,ELVA MARIA,111,0.005
4612,FERNANDA MARIA,111,0.005
4613,GOYA,111,0.005
4614,HEIDY,111,0.005
4615,INMACULADA PILAR,111,0.005
4616,JOSEFA ESTHER,111,0.005
4617,LORENA PILAR,111,0.005
4618,LUCELLY,111,0.005
4619,LUISA DOLORES,111,0.005
4620,LUZ AMERICA,111,0.005
4621,MARGARITA VICTORIA,111,0.005
4622,MARIA YESSICA,111,0.005
4623,MARINA TERESA,111,0.005
4624,MARTA MARGARITA,111,0.005
4625,MERCEDES ROSARIO,111,0.005
4626,MILAGROS PILAR,111,0.005
4627,MONICA TERESA,111,0.005
4628,NATIVIDAD CARMEN,111,0.005
4629,PAULA ELENA,111,0.005
4630,ROSA CONCEPCION,111,0.005
4631,SANDRA VERONICA,111,0.005
4632,TURIA,111,0.005
4633,WASIMA,111,0.005
4634,YAMIRA,111,0.005
4635,YOLANDA BEATRIZ,111,0.005
4636,ADRIANA BEATRIZ,110,0.005
4637,ALEJANDRA VICTORIA,110,0.005
4638,ANDREA FERNANDA,110,0.005
4639,BENILDA,110,0.005
4640,BLANCA LUCIA,110,0.005
4641,CARMEN OLIVA,110,0.005
4642,CARMEN TRINIDAD,110,0.005
4643,ELENA ROSA,110,0.005
4644,ESTRELLA MARINA,110,0.005
4645,EVA BEATRIZ,110,0.005
4646,GLORIA STELLA,110,0.005
4647,HALYNA,110,0.005
4648,HASSANA,110,0.005
4649,HUDA,110,0.005
4650,ILAZKI,110,0.005
4651,IRINA MARIA,110,0.005
4652,ISABEL ENCARNACION,110,0.005
4653,LUCIA INMACULADA,110,0.005
4654,LUIZA,110,0.005
4655,MANUELA ANTONIA,110,0.005
4656,MARIA ALEJANDRINA,110,0.005
4657,MARIA CORALIA,110,0.005
4658,MARIA ZOILA,110,0.005
4659,MUNA,110,0.005
4660,NICOLE ALEXANDRA,110,0.005
4661,NOUHA,110,0.005
4662,OLHA,110,0.005
4663,PABLA,110,0.005
4664,ROSA MARIA CARMEN,110,0.005
4665,SARABEL,110,0.005
4666,SOKAINA,110,0.005
4667,SONIA ROCIO,110,0.005
4668,ADELFA,109,0.005
4669,AINARA CARMEN,109,0.005
4670,ALFONSA MARIA,109,0.005
4671,ASSIYA,109,0.005
4672,BARBARA CARMEN,109,0.005
4673,CARLA LORENA,109,0.005
4674,DELIA ROSA,109,0.005
4675,ELIA ISABEL,109,0.005
4676,EVELYN MARIA,109,0.005
4677,FRANCESCA MARIA,109,0.005
4678,FRANCHESCA,109,0.005
4679,GABRIELA CARMEN,109,0.005
4680,GILDA,109,0.005
4681,HERMELINA,109,0.005
4682,IVANA MARIA,109,0.005
4683,KATERIN,109,0.005
4684,LAURA VIRGINIA,109,0.005
4685,LEONORA,109,0.005
4686,MACARENA CARMEN,109,0.005
4687,MARGARITA ELENA,109,0.005
4688,MARIA NELIA,109,0.005
4689,MERCEDES DOLORES,109,0.005
4690,OLGA TERESA,109,0.005
4691,PILAR DOLORES,109,0.005
4692,ROSA MANUELA,109,0.005
4693,SALLY,109,0.005
4694,SHIRA,109,0.005
4695,SINAY,109,0.005
4696,SINDIA,109,0.005
4697,ZELAI,109,0.005
4698,AMPARO ROCIO,108,0.005
4699,ANA CANDELARIA,108,0.005
4700,ANA RAMONA,108,0.005
4701,ANDREA BELEN,108,0.005
4702,ANTONIA CONCEPCION,108,0.005
4703,ANTONIA MARGARITA,108,0.005
4704,CARMEN ESTRELLA,108,0.005
4705,DACIL MARIA,108,0.005
4706,DOLLY,108,0.005
4707,ELIZABETH CARMEN,108,0.005
4708,ELLEN,108,0.005
4709,ENCARNACION DOLORES,108,0.005
4710,FATIMA ISABEL,108,0.005
4711,GERMELINA,108,0.005
4712,GLORIA MARINA,108,0.005
4713,IBANE,108,0.005
4714,IGNACIA MARIA,108,0.005
4715,ISABEL LOURDES,108,0.005
4716,IULIA,108,0.005
4717,JUANA ESTHER,108,0.005
4718,KATHERINE ELIZABETH,108,0.005
4719,LOUIZA,108,0.005
4720,MADAY,108,0.005
4721,MARIA AGRIPINA,108,0.005
4722,MARIA CONSTANTINA,108,0.005
4723,MARIA FELICITA,108,0.005
4724,MARIA JANET,108,0.005
4725,MARIA RUBIELA,108,0.005
4726,MARTA IRENE,108,0.005
4727,NAIRA MARIA,108,0.005
4728,NATALE,108,0.005
4729,NATALIA ALEJANDRA,108,0.005
4730,NAUSICA,108,0.005
4731,NAZHA,108,0.005
4732,NESRIN,108,0.005
4733,NOHARA,108,0.005
4734,NORMA ISABEL,108,0.005
4735,PAULA DANIELA,108,0.005
4736,ROSA YOLANDA,108,0.005
4737,SAMYA,108,0.005
4738,SEYNABOU,108,0.005
4739,SOFIA CRISTINA,108,0.005
4740,SUEVIA,108,0.005
4741,SUSANA ESTHER,108,0.005
4742,XENA,108,0.005
4743,ANGUSTIAS MARIA,107,0.005
4744,BETANIA,107,0.005
4745,CARMEN PAULA,107,0.005
4746,CAROLINA ALEJANDRA,107,0.005
4747,EKRAM,107,0.005
4748,ELI,107,0.005
4749,ELIGIA,107,0.005
4750,ERIKA CARMEN,107,0.005
4751,ISMENE,107,0.005
4752,JOSEFINA CARMEN,107,0.005
4753,JUANA ELENA,107,0.005
4754,JUANA RAMONA,107,0.005
4755,JULIETH,107,0.005
4756,LYS,107,0.005
4757,MANUELA FRANCISCA,107,0.005
4758,MANUELA TERESA,107,0.005
4759,MARIA CAMELIA,107,0.005
4760,MARIA HIGINIA,107,0.005
4761,MARIA ISABELLA,107,0.005
4762,MARIA VICTORIANA,107,0.005
4763,MATILDE ISABEL,107,0.005
4764,MIREN AINHOA,107,0.005
4765,MIRIAM ELIZABETH,107,0.005
4766,MONEIBA,107,0.005
4767,NANCY BEATRIZ,107,0.005
4768,ROSARIO MERCEDES,107,0.005
4769,SANDRA ELENA,107,0.005
4770,SANDY,107,0.005
4771,YELENA,107,0.005
4772,ALEJANDRA PATRICIA,106,0.005
4773,ALICIA TERESA,106,0.005
4774,ALYSSA,106,0.005
4775,ANA BARBARA,106,0.005
